TransactionNo,Items,DateTime,Daypart,DayType
8799,Bread,3/25/2017 14:21,Afternoon,Weekend
8799,Tea,3/25/2017 14:21,Afternoon,Weekend
8800,Coffee,3/25/2017 14:23,Afternoon,Weekend
8800,Bread,3/25/2017 14:23,Afternoon,Weekend
8800,Cake,3/25/2017 14:23,Afternoon,Weekend
8801,Bread,3/25/2017 14:24,Afternoon,Weekend
8802,Coffee,3/25/2017 14:28,Afternoon,Weekend
8802,Salad,3/25/2017 14:28,Afternoon,Weekend
8802,Extra Salami or Feta,3/25/2017 14:28,Afternoon,Weekend
8803,Coffee,3/25/2017 14:29,Afternoon,Weekend
8803,Coffee,3/25/2017 14:29,Afternoon,Weekend
8803,Sandwich,3/25/2017 14:29,Afternoon,Weekend
8803,Sandwich,3/25/2017 14:29,Afternoon,Weekend
8804,Sandwich,3/25/2017 14:30,Afternoon,Weekend
8805,Hot chocolate,3/25/2017 14:31,Afternoon,Weekend
8805,Coffee,3/25/2017 14:31,Afternoon,Weekend
8805,Muffin,3/25/2017 14:31,Afternoon,Weekend
8806,Bread,3/25/2017 14:33,Afternoon,Weekend
8807,Coffee,3/25/2017 14:41,Afternoon,Weekend
8807,Salad,3/25/2017 14:41,Afternoon,Weekend
8808,Coffee,3/25/2017 14:43,Afternoon,Weekend
8808,Salad,3/25/2017 14:43,Afternoon,Weekend
8809,Sandwich,3/25/2017 14:59,Afternoon,Weekend
8809,Bread,3/25/2017 14:59,Afternoon,Weekend
8809,Coffee,3/25/2017 14:59,Afternoon,Weekend
8810,Hot chocolate,3/25/2017 15:22,Afternoon,Weekend
8810,Cake,3/25/2017 15:22,Afternoon,Weekend
8811,Coffee,3/25/2017 15:25,Afternoon,Weekend
8811,Smoothies,3/25/2017 15:25,Afternoon,Weekend
8811,Cake,3/25/2017 15:25,Afternoon,Weekend
8811,Bread,3/25/2017 15:25,Afternoon,Weekend
8812,Bread,3/25/2017 15:25,Afternoon,Weekend
8813,Cake,3/25/2017 15:31,Afternoon,Weekend
8813,Half slice Monster ,3/25/2017 15:31,Afternoon,Weekend
8814,Coffee,3/25/2017 15:35,Afternoon,Weekend
8814,Juice,3/25/2017 15:35,Afternoon,Weekend
8814,Juice,3/25/2017 15:35,Afternoon,Weekend
8814,Spanish Brunch,3/25/2017 15:35,Afternoon,Weekend
8814,Chicken Stew,3/25/2017 15:35,Afternoon,Weekend
8814,The Nomad,3/25/2017 15:35,Afternoon,Weekend
8814,Coke,3/25/2017 15:35,Afternoon,Weekend
8815,Tea,3/25/2017 15:36,Afternoon,Weekend
8816,Coffee,3/25/2017 15:40,Afternoon,Weekend
8816,Cake,3/25/2017 15:40,Afternoon,Weekend
8817,Coffee,3/25/2017 15:48,Afternoon,Weekend
8817,Coffee,3/25/2017 15:48,Afternoon,Weekend
8817,Tea,3/25/2017 15:48,Afternoon,Weekend
8818,Truffles,3/25/2017 15:50,Afternoon,Weekend
8819,Coffee,3/25/2017 16:11,Afternoon,Weekend
8819,Coffee,3/25/2017 16:11,Afternoon,Weekend
8819,Cake,3/25/2017 16:11,Afternoon,Weekend
8819,Muffin,3/25/2017 16:11,Afternoon,Weekend
8820,Bread,3/25/2017 16:13,Afternoon,Weekend
8821,Bread,3/25/2017 16:17,Afternoon,Weekend
8822,Bread,3/25/2017 16:31,Afternoon,Weekend
8822,Cookies,3/25/2017 16:31,Afternoon,Weekend
8822,Jammie Dodgers,3/25/2017 16:31,Afternoon,Weekend
8823,Mineral water,3/25/2017 16:53,Afternoon,Weekend
8824,Hot chocolate,3/25/2017 16:56,Afternoon,Weekend
8824,Tea,3/25/2017 16:56,Afternoon,Weekend
8824,Truffles,3/25/2017 16:56,Afternoon,Weekend
8824,Cake,3/25/2017 16:56,Afternoon,Weekend
8824,Muffin,3/25/2017 16:56,Afternoon,Weekend
8825,Bread,3/25/2017 17:09,Evening,Weekend
8825,Coffee,3/25/2017 17:09,Evening,Weekend
8825,Juice,3/25/2017 17:09,Evening,Weekend
8825,Cake,3/25/2017 17:09,Evening,Weekend
8826,Mortimer,3/25/2017 17:15,Evening,Weekend
8826,Coffee granules ,3/25/2017 17:15,Evening,Weekend
8827,Medialuna,3/26/2017 9:08,Morning,Weekend
8827,Bread,3/26/2017 9:08,Morning,Weekend
8828,Bread,3/26/2017 9:13,Morning,Weekend
8828,Jam,3/26/2017 9:13,Morning,Weekend
8829,Coffee,3/26/2017 9:17,Morning,Weekend
8829,Medialuna,3/26/2017 9:17,Morning,Weekend
8830,Coffee,3/26/2017 9:23,Morning,Weekend
8830,Medialuna,3/26/2017 9:23,Morning,Weekend
8831,Medialuna,3/26/2017 9:23,Morning,Weekend
8831,Coffee,3/26/2017 9:23,Morning,Weekend
8832,Pastry,3/26/2017 9:30,Morning,Weekend
8833,Medialuna,3/26/2017 9:39,Morning,Weekend
8833,Coffee,3/26/2017 9:39,Morning,Weekend
8834,Coffee,3/26/2017 9:46,Morning,Weekend
8834,Sandwich,3/26/2017 9:46,Morning,Weekend
8834,Sandwich,3/26/2017 9:46,Morning,Weekend
8834,Medialuna,3/26/2017 9:46,Morning,Weekend
8835,Medialuna,3/26/2017 10:13,Morning,Weekend
8835,Bread,3/26/2017 10:13,Morning,Weekend
8835,Cake,3/26/2017 10:13,Morning,Weekend
8835,Muffin,3/26/2017 10:13,Morning,Weekend
8835,Granola,3/26/2017 10:13,Morning,Weekend
8835,Sandwich,3/26/2017 10:13,Morning,Weekend
8835,Coffee,3/26/2017 10:13,Morning,Weekend
8835,Hot chocolate,3/26/2017 10:13,Morning,Weekend
8835,Tea,3/26/2017 10:13,Morning,Weekend
8836,Muffin,3/26/2017 10:16,Morning,Weekend
8837,Jam,3/26/2017 10:38,Morning,Weekend
8837,Bread,3/26/2017 10:38,Morning,Weekend
8838,Coffee,3/26/2017 10:42,Morning,Weekend
8839,Bread,3/26/2017 10:58,Morning,Weekend
8839,Cake,3/26/2017 10:58,Morning,Weekend
8839,Spanish Brunch,3/26/2017 10:58,Morning,Weekend
8840,Spanish Brunch,3/26/2017 11:01,Morning,Weekend
8840,Juice,3/26/2017 11:01,Morning,Weekend
8840,Coffee,3/26/2017 11:01,Morning,Weekend
8841,Bread,3/26/2017 11:05,Morning,Weekend
8842,Bread,3/26/2017 11:06,Morning,Weekend
8842,Bread,3/26/2017 11:06,Morning,Weekend
8843,Pastry,3/26/2017 11:09,Morning,Weekend
8843,Pastry,3/26/2017 11:09,Morning,Weekend
8844,Coffee,3/26/2017 11:16,Morning,Weekend
8845,Coffee,3/26/2017 11:29,Morning,Weekend
8845,Bread,3/26/2017 11:29,Morning,Weekend
8845,Coffee,3/26/2017 11:29,Morning,Weekend
8845,Pastry,3/26/2017 11:29,Morning,Weekend
8846,Muffin,3/26/2017 11:38,Morning,Weekend
8846,Cake,3/26/2017 11:38,Morning,Weekend
8846,Coffee,3/26/2017 11:38,Morning,Weekend
8846,Tea,3/26/2017 11:38,Morning,Weekend
8847,Bread,3/26/2017 11:38,Morning,Weekend
8847,Baguette,3/26/2017 11:38,Morning,Weekend
8848,Coffee,3/26/2017 11:43,Morning,Weekend
8848,Coffee,3/26/2017 11:43,Morning,Weekend
8848,Spanish Brunch,3/26/2017 11:43,Morning,Weekend
8848,Extra Salami or Feta,3/26/2017 11:43,Morning,Weekend
8848,Toast,3/26/2017 11:43,Morning,Weekend
8849,Coffee,3/26/2017 11:44,Morning,Weekend
8849,Coffee,3/26/2017 11:44,Morning,Weekend
8849,Cake,3/26/2017 11:44,Morning,Weekend
8850,Bread,3/26/2017 11:46,Morning,Weekend
8851,Coffee,3/26/2017 11:52,Morning,Weekend
8851,Coffee,3/26/2017 11:52,Morning,Weekend
8851,Sandwich,3/26/2017 11:52,Morning,Weekend
8851,Pastry,3/26/2017 11:52,Morning,Weekend
8852,Bread,3/26/2017 11:58,Morning,Weekend
8853,Coffee,3/26/2017 12:05,Afternoon,Weekend
8854,Coffee,3/26/2017 12:21,Afternoon,Weekend
8855,Baguette,3/26/2017 12:22,Afternoon,Weekend
8856,Smoothies,3/26/2017 12:29,Afternoon,Weekend
8856,Bread,3/26/2017 12:29,Afternoon,Weekend
8857,Bread,3/26/2017 12:30,Afternoon,Weekend
8858,Bread,3/26/2017 12:31,Afternoon,Weekend
8859,Spanish Brunch,3/26/2017 12:34,Afternoon,Weekend
8859,Juice,3/26/2017 12:34,Afternoon,Weekend
8859,Coffee,3/26/2017 12:34,Afternoon,Weekend
8859,Medialuna,3/26/2017 12:34,Afternoon,Weekend
8859,Cake,3/26/2017 12:34,Afternoon,Weekend
8860,Truffles,3/26/2017 12:39,Afternoon,Weekend
8860,Toast,3/26/2017 12:39,Afternoon,Weekend
8861,Spanish Brunch,3/26/2017 12:40,Afternoon,Weekend
8861,Tea,3/26/2017 12:40,Afternoon,Weekend
8861,Coffee,3/26/2017 12:40,Afternoon,Weekend
8862,Bread,3/26/2017 12:40,Afternoon,Weekend
8863,Coffee,3/26/2017 12:52,Afternoon,Weekend
8863,Juice,3/26/2017 12:52,Afternoon,Weekend
8863,Brownie,3/26/2017 12:52,Afternoon,Weekend
8864,Baguette,3/26/2017 13:01,Afternoon,Weekend
8865,Bread,3/26/2017 13:02,Afternoon,Weekend
8866,Bread,3/26/2017 13:25,Afternoon,Weekend
8867,Smoothies,3/26/2017 13:28,Afternoon,Weekend
8868,Coffee,3/26/2017 13:37,Afternoon,Weekend
8868,Coke,3/26/2017 13:37,Afternoon,Weekend
8868,Bread,3/26/2017 13:37,Afternoon,Weekend
8868,Cake,3/26/2017 13:37,Afternoon,Weekend
8868,Bread,3/26/2017 13:37,Afternoon,Weekend
8868,Soup,3/26/2017 13:37,Afternoon,Weekend
8869,Coffee,3/26/2017 13:42,Afternoon,Weekend
8869,Smoothies,3/26/2017 13:42,Afternoon,Weekend
8869,Bread,3/26/2017 13:42,Afternoon,Weekend
8869,Cake,3/26/2017 13:42,Afternoon,Weekend
8870,Tea,3/26/2017 13:44,Afternoon,Weekend
8870,Sandwich,3/26/2017 13:44,Afternoon,Weekend
8871,Sandwich,3/26/2017 13:45,Afternoon,Weekend
8871,Sandwich,3/26/2017 13:45,Afternoon,Weekend
8871,Sandwich,3/26/2017 13:45,Afternoon,Weekend
8871,Coke,3/26/2017 13:45,Afternoon,Weekend
8871,Juice,3/26/2017 13:45,Afternoon,Weekend
8871,Mineral water,3/26/2017 13:45,Afternoon,Weekend
8872,Bread,3/26/2017 13:56,Afternoon,Weekend
8873,Baguette,3/26/2017 14:17,Afternoon,Weekend
8874,Tea,3/26/2017 14:24,Afternoon,Weekend
8874,Scone,3/26/2017 14:24,Afternoon,Weekend
8874,Medialuna,3/26/2017 14:24,Afternoon,Weekend
8875,Coffee,3/26/2017 14:25,Afternoon,Weekend
8876,Coffee,3/26/2017 14:30,Afternoon,Weekend
8876,Jammie Dodgers,3/26/2017 14:30,Afternoon,Weekend
8876,Brownie,3/26/2017 14:30,Afternoon,Weekend
8876,Hot chocolate,3/26/2017 14:30,Afternoon,Weekend
8876,Hot chocolate,3/26/2017 14:30,Afternoon,Weekend
8877,Brownie,3/26/2017 14:47,Afternoon,Weekend
8878,Coffee,3/26/2017 14:53,Afternoon,Weekend
8878,Coffee,3/26/2017 14:53,Afternoon,Weekend
8878,Brownie,3/26/2017 14:53,Afternoon,Weekend
8878,Cake,3/26/2017 14:53,Afternoon,Weekend
8879,Brownie,3/26/2017 14:54,Afternoon,Weekend
8879,Bread,3/26/2017 14:54,Afternoon,Weekend
8879,Tea,3/26/2017 14:54,Afternoon,Weekend
8880,Coffee,3/26/2017 14:56,Afternoon,Weekend
8880,Sandwich,3/26/2017 14:56,Afternoon,Weekend
8881,Sandwich,3/26/2017 14:58,Afternoon,Weekend
8881,Sandwich,3/26/2017 14:58,Afternoon,Weekend
8881,Coke,3/26/2017 14:58,Afternoon,Weekend
8881,Juice,3/26/2017 14:58,Afternoon,Weekend
8882,Coffee,3/26/2017 15:00,Afternoon,Weekend
8882,Tea,3/26/2017 15:00,Afternoon,Weekend
8882,Brownie,3/26/2017 15:00,Afternoon,Weekend
8882,Sandwich,3/26/2017 15:00,Afternoon,Weekend
8882,Sandwich,3/26/2017 15:00,Afternoon,Weekend
8882,Bread,3/26/2017 15:00,Afternoon,Weekend
8883,Cake,3/26/2017 15:04,Afternoon,Weekend
8884,Muffin,3/26/2017 15:06,Afternoon,Weekend
8885,Coffee,3/26/2017 15:30,Afternoon,Weekend
8885,Coffee,3/26/2017 15:30,Afternoon,Weekend
8885,Cake,3/26/2017 15:30,Afternoon,Weekend
8886,Smoothies,3/26/2017 15:48,Afternoon,Weekend
8886,Sandwich,3/26/2017 15:48,Afternoon,Weekend
8887,Coffee,3/26/2017 16:04,Afternoon,Weekend
8887,Brownie,3/26/2017 16:04,Afternoon,Weekend
8887,Cake,3/26/2017 16:04,Afternoon,Weekend
8887,Tea,3/26/2017 16:04,Afternoon,Weekend
8888,Vegan Feast,3/26/2017 16:09,Afternoon,Weekend
8888,Hot chocolate,3/26/2017 16:09,Afternoon,Weekend
8888,Coffee,3/26/2017 16:09,Afternoon,Weekend
8888,Brownie,3/26/2017 16:09,Afternoon,Weekend
8888,Bread,3/26/2017 16:09,Afternoon,Weekend
8888,Cookies,3/26/2017 16:09,Afternoon,Weekend
8889,Sandwich,3/26/2017 16:12,Afternoon,Weekend
8889,Sandwich,3/26/2017 16:12,Afternoon,Weekend
8889,Bread,3/26/2017 16:12,Afternoon,Weekend
8889,Juice,3/26/2017 16:12,Afternoon,Weekend
8890,Bakewell,3/27/2017 8:30,Morning,Weekday
8890,Coffee,3/27/2017 8:30,Morning,Weekday
8891,Coffee,3/27/2017 8:34,Morning,Weekday
8891,Muffin,3/27/2017 8:34,Morning,Weekday
8892,Coffee,3/27/2017 9:29,Morning,Weekday
8893,Bread,3/27/2017 9:49,Morning,Weekday
8894,Tea,3/27/2017 10:36,Morning,Weekday
8894,Toast,3/27/2017 10:36,Morning,Weekday
8895,Hot chocolate,3/27/2017 10:37,Morning,Weekday
8895,Toast,3/27/2017 10:37,Morning,Weekday
8896,Coffee,3/27/2017 10:43,Morning,Weekday
8896,Muffin,3/27/2017 10:43,Morning,Weekday
8897,Coffee,3/27/2017 10:47,Morning,Weekday
8897,Coffee,3/27/2017 10:47,Morning,Weekday
8897,Tea,3/27/2017 10:47,Morning,Weekday
8898,Coffee,3/27/2017 10:47,Morning,Weekday
8899,Toast,3/27/2017 11:09,Morning,Weekday
8900,Coffee,3/27/2017 11:12,Morning,Weekday
8900,Muffin,3/27/2017 11:12,Morning,Weekday
8901,Tea,3/27/2017 11:13,Morning,Weekday
8901,Scone,3/27/2017 11:13,Morning,Weekday
8902,Tea,3/27/2017 11:14,Morning,Weekday
8902,Bread,3/27/2017 11:14,Morning,Weekday
8903,Coffee,3/27/2017 11:16,Morning,Weekday
8903,Bread,3/27/2017 11:16,Morning,Weekday
8904,Coffee,3/27/2017 11:19,Morning,Weekday
8904,Tea,3/27/2017 11:19,Morning,Weekday
8905,Coffee,3/27/2017 11:31,Morning,Weekday
8905,Coffee,3/27/2017 11:31,Morning,Weekday
8906,Bread,3/27/2017 11:54,Morning,Weekday
8906,Coffee,3/27/2017 11:54,Morning,Weekday
8907,Coffee,3/27/2017 12:02,Afternoon,Weekday
8908,Coffee,3/27/2017 12:03,Afternoon,Weekday
8909,Scone,3/27/2017 12:24,Afternoon,Weekday
8909,Bakewell,3/27/2017 12:24,Afternoon,Weekday
8910,Hot chocolate,3/27/2017 12:30,Afternoon,Weekday
8910,Brownie,3/27/2017 12:30,Afternoon,Weekday
8911,Coke,3/27/2017 12:34,Afternoon,Weekday
8911,Muffin,3/27/2017 12:34,Afternoon,Weekday
8911,Coffee,3/27/2017 12:34,Afternoon,Weekday
8912,Coffee,3/27/2017 12:39,Afternoon,Weekday
8912,Sandwich,3/27/2017 12:39,Afternoon,Weekday
8913,Coke,3/27/2017 13:00,Afternoon,Weekday
8913,Chicken Stew,3/27/2017 13:00,Afternoon,Weekday
8914,Coffee,3/27/2017 13:12,Afternoon,Weekday
8914,Tea,3/27/2017 13:12,Afternoon,Weekday
8914,The Nomad,3/27/2017 13:12,Afternoon,Weekday
8914,Scone,3/27/2017 13:12,Afternoon,Weekday
8915,Coffee,3/27/2017 13:16,Afternoon,Weekday
8916,Coffee,3/27/2017 13:19,Afternoon,Weekday
8916,Coffee,3/27/2017 13:19,Afternoon,Weekday
8916,Chicken Stew,3/27/2017 13:19,Afternoon,Weekday
8917,Bread,3/27/2017 13:21,Afternoon,Weekday
8918,Bakewell,3/27/2017 13:39,Afternoon,Weekday
8919,Brownie,3/27/2017 13:42,Afternoon,Weekday
8919,Jammie Dodgers,3/27/2017 13:42,Afternoon,Weekday
8919,Bread,3/27/2017 13:42,Afternoon,Weekday
8919,Chicken Stew,3/27/2017 13:42,Afternoon,Weekday
8919,Sandwich,3/27/2017 13:42,Afternoon,Weekday
8919,Tea,3/27/2017 13:42,Afternoon,Weekday
8919,Tea,3/27/2017 13:42,Afternoon,Weekday
8921,Coffee,3/27/2017 13:53,Afternoon,Weekday
8922,Coffee,3/27/2017 14:12,Afternoon,Weekday
8922,Coke,3/27/2017 14:12,Afternoon,Weekday
8922,Sandwich,3/27/2017 14:12,Afternoon,Weekday
8923,Coffee,3/27/2017 14:14,Afternoon,Weekday
8923,Jammie Dodgers,3/27/2017 14:14,Afternoon,Weekday
8924,Coffee,3/27/2017 14:41,Afternoon,Weekday
8924,Coke,3/27/2017 14:41,Afternoon,Weekday
8924,Mineral water,3/27/2017 14:41,Afternoon,Weekday
8924,Bakewell,3/27/2017 14:41,Afternoon,Weekday
8924,Salad,3/27/2017 14:41,Afternoon,Weekday
8925,Sandwich,3/27/2017 14:47,Afternoon,Weekday
8925,Coffee,3/27/2017 14:47,Afternoon,Weekday
8925,Bakewell,3/27/2017 14:47,Afternoon,Weekday
8926,Coffee,3/27/2017 15:30,Afternoon,Weekday
8927,Tea,3/27/2017 15:32,Afternoon,Weekday
8927,Muffin,3/27/2017 15:32,Afternoon,Weekday
8928,Coffee,3/27/2017 15:33,Afternoon,Weekday
8928,Bread,3/27/2017 15:33,Afternoon,Weekday
8929,Soup,3/27/2017 15:36,Afternoon,Weekday
8929,Tea,3/27/2017 15:36,Afternoon,Weekday
8930,Cookies,3/27/2017 15:36,Afternoon,Weekday
8931,Tea,3/27/2017 16:05,Afternoon,Weekday
8932,Coffee,3/27/2017 16:12,Afternoon,Weekday
8932,Sandwich,3/27/2017 16:12,Afternoon,Weekday
8933,Mineral water,3/27/2017 16:50,Afternoon,Weekday
8934,Coffee,3/28/2017 8:55,Morning,Weekday
8935,Coffee,3/28/2017 9:19,Morning,Weekday
8935,Bread,3/28/2017 9:19,Morning,Weekday
8936,Coffee,3/28/2017 9:27,Morning,Weekday
8937,Bread,3/28/2017 9:51,Morning,Weekday
8938,Coffee,3/28/2017 10:04,Morning,Weekday
8938,Toast,3/28/2017 10:04,Morning,Weekday
8939,Coffee,3/28/2017 10:05,Morning,Weekday
8940,Coffee,3/28/2017 10:11,Morning,Weekday
8940,Coffee,3/28/2017 10:11,Morning,Weekday
8940,Bakewell,3/28/2017 10:11,Morning,Weekday
8941,Coffee,3/28/2017 10:36,Morning,Weekday
8941,Coffee,3/28/2017 10:36,Morning,Weekday
8941,Sandwich,3/28/2017 10:36,Morning,Weekday
8942,Coffee,3/28/2017 10:39,Morning,Weekday
8943,Coffee,3/28/2017 10:49,Morning,Weekday
8943,Pastry,3/28/2017 10:49,Morning,Weekday
8944,Baguette,3/28/2017 10:54,Morning,Weekday
8945,Coffee,3/28/2017 11:06,Morning,Weekday
8945,Tea,3/28/2017 11:06,Morning,Weekday
8945,Cookies,3/28/2017 11:06,Morning,Weekday
8946,Coffee,3/28/2017 11:17,Morning,Weekday
8946,Tea,3/28/2017 11:17,Morning,Weekday
8947,Coffee,3/28/2017 11:19,Morning,Weekday
8947,Hot chocolate,3/28/2017 11:19,Morning,Weekday
8947,Pastry,3/28/2017 11:19,Morning,Weekday
8948,Jammie Dodgers,3/28/2017 11:21,Morning,Weekday
8948,Cookies,3/28/2017 11:21,Morning,Weekday
8948,Bakewell,3/28/2017 11:21,Morning,Weekday
8948,Coffee,3/28/2017 11:21,Morning,Weekday
8949,Coffee,3/28/2017 11:28,Morning,Weekday
8949,Coffee,3/28/2017 11:28,Morning,Weekday
8949,Pastry,3/28/2017 11:28,Morning,Weekday
8950,Pastry,3/28/2017 11:33,Morning,Weekday
8950,Coffee,3/28/2017 11:33,Morning,Weekday
8950,Tea,3/28/2017 11:33,Morning,Weekday
8951,Coffee,3/28/2017 11:48,Morning,Weekday
8952,Pastry,3/28/2017 12:05,Afternoon,Weekday
8953,Coffee,3/28/2017 12:14,Afternoon,Weekday
8954,Farm House,3/28/2017 12:22,Afternoon,Weekday
8955,Coffee,3/28/2017 12:32,Afternoon,Weekday
8956,Pastry,3/28/2017 12:50,Afternoon,Weekday
8956,Truffles,3/28/2017 12:50,Afternoon,Weekday
8956,Bakewell,3/28/2017 12:50,Afternoon,Weekday
8957,Baguette,3/28/2017 12:51,Afternoon,Weekday
8957,Bread,3/28/2017 12:51,Afternoon,Weekday
8958,Eggs,3/28/2017 12:56,Afternoon,Weekday
8959,Coke,3/28/2017 13:00,Afternoon,Weekday
8959,Coffee,3/28/2017 13:00,Afternoon,Weekday
8959,Sandwich,3/28/2017 13:00,Afternoon,Weekday
8959,Muffin,3/28/2017 13:00,Afternoon,Weekday
8960,Bakewell,3/28/2017 13:01,Afternoon,Weekday
8960,Coffee,3/28/2017 13:01,Afternoon,Weekday
8960,Soup,3/28/2017 13:01,Afternoon,Weekday
8961,Cake,3/28/2017 13:13,Afternoon,Weekday
8961,Muffin,3/28/2017 13:13,Afternoon,Weekday
8962,Toast,3/28/2017 13:19,Afternoon,Weekday
8962,Sandwich,3/28/2017 13:19,Afternoon,Weekday
8962,Mineral water,3/28/2017 13:19,Afternoon,Weekday
8962,Coke,3/28/2017 13:19,Afternoon,Weekday
8963,Juice,3/28/2017 13:27,Afternoon,Weekday
8963,Bread,3/28/2017 13:27,Afternoon,Weekday
8963,Toast,3/28/2017 13:27,Afternoon,Weekday
8963,Sandwich,3/28/2017 13:27,Afternoon,Weekday
8963,Sandwich,3/28/2017 13:27,Afternoon,Weekday
8963,Bakewell,3/28/2017 13:27,Afternoon,Weekday
8964,Sandwich,3/28/2017 13:30,Afternoon,Weekday
8964,Mineral water,3/28/2017 13:30,Afternoon,Weekday
8965,Tea,3/28/2017 13:31,Afternoon,Weekday
8965,Sandwich,3/28/2017 13:31,Afternoon,Weekday
8966,Tea,3/28/2017 13:31,Afternoon,Weekday
8966,Sandwich,3/28/2017 13:31,Afternoon,Weekday
8967,Soup,3/28/2017 13:47,Afternoon,Weekday
8967,Coffee,3/28/2017 13:47,Afternoon,Weekday
8968,Soup,3/28/2017 13:53,Afternoon,Weekday
8969,Muffin,3/28/2017 13:58,Afternoon,Weekday
8969,Tea,3/28/2017 13:58,Afternoon,Weekday
8970,Coffee,3/28/2017 14:01,Afternoon,Weekday
8970,Sandwich,3/28/2017 14:01,Afternoon,Weekday
8971,Soup,3/28/2017 14:08,Afternoon,Weekday
8971,Coffee,3/28/2017 14:08,Afternoon,Weekday
8971,Muffin,3/28/2017 14:08,Afternoon,Weekday
8973,Soup,3/28/2017 14:18,Afternoon,Weekday
8973,Cake,3/28/2017 14:18,Afternoon,Weekday
8973,Juice,3/28/2017 14:18,Afternoon,Weekday
8974,Soup,3/28/2017 14:22,Afternoon,Weekday
8974,Salad,3/28/2017 14:22,Afternoon,Weekday
8975,Bread,3/28/2017 14:24,Afternoon,Weekday
8976,Hot chocolate,3/28/2017 14:36,Afternoon,Weekday
8976,Coffee,3/28/2017 14:36,Afternoon,Weekday
8976,Toast,3/28/2017 14:36,Afternoon,Weekday
8976,Muffin,3/28/2017 14:36,Afternoon,Weekday
8977,Coffee,3/28/2017 14:42,Afternoon,Weekday
8978,Bread,3/28/2017 14:47,Afternoon,Weekday
8979,Toast,3/28/2017 14:55,Afternoon,Weekday
8980,Tea,3/28/2017 15:14,Afternoon,Weekday
8980,Cookies,3/28/2017 15:14,Afternoon,Weekday
8981,Coffee,3/28/2017 15:29,Afternoon,Weekday
8981,Scone,3/28/2017 15:29,Afternoon,Weekday
8982,Coffee,3/28/2017 15:30,Afternoon,Weekday
8982,Chicken Stew,3/28/2017 15:30,Afternoon,Weekday
8983,Bread,3/28/2017 15:39,Afternoon,Weekday
8983,Cookies,3/28/2017 15:39,Afternoon,Weekday
8985,Cookies,3/28/2017 16:02,Afternoon,Weekday
8985,Muffin,3/28/2017 16:02,Afternoon,Weekday
8986,Cookies,3/28/2017 16:40,Afternoon,Weekday
8986,Bread,3/28/2017 16:40,Afternoon,Weekday
8987,Coffee,3/28/2017 16:52,Afternoon,Weekday
8987,Coffee,3/28/2017 16:52,Afternoon,Weekday
8987,Salad,3/28/2017 16:52,Afternoon,Weekday
8988,Coffee,3/29/2017 8:21,Morning,Weekday
8989,Coffee,3/29/2017 8:29,Morning,Weekday
8990,Hot chocolate,3/29/2017 8:33,Morning,Weekday
8990,Bread,3/29/2017 8:33,Morning,Weekday
8990,Cookies,3/29/2017 8:33,Morning,Weekday
8991,Bread,3/29/2017 8:43,Morning,Weekday
8992,Tea,3/29/2017 9:00,Morning,Weekday
8992,Juice,3/29/2017 9:00,Morning,Weekday
8992,Cookies,3/29/2017 9:00,Morning,Weekday
8993,Bread,3/29/2017 9:23,Morning,Weekday
8993,Spanish Brunch,3/29/2017 9:23,Morning,Weekday
8994,Granola,3/29/2017 9:45,Morning,Weekday
8995,Smoothies,3/29/2017 10:17,Morning,Weekday
8996,Farm House,3/29/2017 10:26,Morning,Weekday
8996,Hot chocolate,3/29/2017 10:26,Morning,Weekday
8997,Bread,3/29/2017 10:40,Morning,Weekday
8998,Coffee,3/29/2017 10:46,Morning,Weekday
8999,Bread,3/29/2017 10:51,Morning,Weekday
8999,Cake,3/29/2017 10:51,Morning,Weekday
8999,Coffee,3/29/2017 10:51,Morning,Weekday
8999,Coffee,3/29/2017 10:51,Morning,Weekday
8999,Coffee,3/29/2017 10:51,Morning,Weekday
9000,Toast,3/29/2017 11:10,Morning,Weekday
9000,Coffee,3/29/2017 11:10,Morning,Weekday
9001,Coffee,3/29/2017 11:17,Morning,Weekday
9001,Coffee,3/29/2017 11:17,Morning,Weekday
9002,Bread,3/29/2017 11:28,Morning,Weekday
9003,Coffee,3/29/2017 11:33,Morning,Weekday
9004,Bread,3/29/2017 11:44,Morning,Weekday
9005,Juice,3/29/2017 11:50,Morning,Weekday
9005,Coke,3/29/2017 11:50,Morning,Weekday
9005,Medialuna,3/29/2017 11:50,Morning,Weekday
9005,Sandwich,3/29/2017 11:50,Morning,Weekday
9006,Coffee,3/29/2017 12:02,Afternoon,Weekday
9006,Toast,3/29/2017 12:02,Afternoon,Weekday
9007,Coffee,3/29/2017 12:23,Afternoon,Weekday
9008,Coffee,3/29/2017 12:40,Afternoon,Weekday
9008,Tea,3/29/2017 12:40,Afternoon,Weekday
9008,Cake,3/29/2017 12:40,Afternoon,Weekday
9008,Medialuna,3/29/2017 12:40,Afternoon,Weekday
9009,Bread,3/29/2017 12:46,Afternoon,Weekday
9010,Spanish Brunch,3/29/2017 12:48,Afternoon,Weekday
9010,Art Tray,3/29/2017 12:48,Afternoon,Weekday
9010,Coffee,3/29/2017 12:48,Afternoon,Weekday
9010,Coffee,3/29/2017 12:48,Afternoon,Weekday
9010,Juice,3/29/2017 12:48,Afternoon,Weekday
9011,Coffee,3/29/2017 12:58,Afternoon,Weekday
9011,Bread,3/29/2017 12:58,Afternoon,Weekday
9011,Chicken Stew,3/29/2017 12:58,Afternoon,Weekday
